Student_Number,First_Name,Last_Name,Status,Current_Track,Current_Year_Entry_Date,Current_Year_Exit_Date,Grade_Level,School,Membership,Present,Absent,Tardies,Special_Education_Program
2027,First1027,Last1027,Inactive,,8/24/2020,7/2/2020,4,KIPP Columbus Elementary,0,0,0,0,0
2028,First1028,Last1028,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,111,2,0,0
2029,First1029,Last1029,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,113,0,0,0
2030,First1030,Last1030,Active,A,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,108,5,0,0
2031,First1031,Last1031,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,109.5,3.5,0,0
2032,First1032,Last1032,Active,B,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,110,3,0,0
2033,First1033,Last1033,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,108,5,0,0
2034,First1034,Last1034,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,111,2,0,0
2035,First1035,Last1035,Active,A,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,108,5,0,0
2036,First1036,Last1036,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,105,8,0,0
2037,First1037,Last1037,Active,B,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,113,0,0,0
2038,First1038,Last1038,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,101,12,0,0
2039,First1039,Last1039,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,100,13,0,0
2040,First1040,Last1040,Active,B,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,113,0,0,0
2041,First1041,Last1041,Active,A,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,110,3,0,0
2042,First1042,Last1042,Active,A,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,111,2,0,0
2043,First1043,Last1043,Active,A,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,109,4,0,0
2044,First1044,Last1044,Active,A,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,105,8,0,0
2045,First1045,Last1045,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,63.5,49.5,0,0
2046,First1046,Last1046,Active,A,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,111,2,0,1
2047,First1047,Last1047,Active,A,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,90,23,0,1
2048,First1048,Last1048,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,111,2,0,0
2049,First1049,Last1049,Active,A,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,107,6,0,0
2050,First1050,Last1050,Active,A,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,109,4,0,0
2051,First1051,Last1051,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,110,3,0,0
2052,First1052,Last1052,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,112,1,0,0
2053,First1053,Last1053,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,106.5,6.5,0,0
2054,First1054,Last1054,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,109,4,0,0
2055,First1055,Last1055,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,84,29,0,0
2056,First1056,Last1056,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,113,0,0,0
2057,First1057,Last1057,Active,A,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,112,1,0,0
2058,First1058,Last1058,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,112,1,0,0
2059,First1059,Last1059,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,97,16,0,1
2060,First1060,Last1060,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,98,15,0,0
2061,First1061,Last1061,Active,A,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,93,20,0,0
2062,First1062,Last1062,Active,B,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,96,17,0,0
2063,First1063,Last1063,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,110,3,0,0
2064,First1064,Last1064,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,109,4,0,0
2065,First1065,Last1065,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,105,8,0,0
2066,First1066,Last1066,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,111,2,0,0
2067,First1067,Last1067,Active,A,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,92,21,0,1
2068,First1068,Last1068,Active,A,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,104,9,0,0
2069,First1069,Last1069,Active,A,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,91,22,0,0
2070,First1070,Last1070,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,98,15,0,0
2071,First1071,Last1071,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,112,1,0,0
2072,First1072,Last1072,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,101,12,0,0
2073,First1073,Last1073,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,101,12,0,0
2074,First1074,Last1074,Active,B,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,101,12,0,0
2075,First1075,Last1075,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,98,15,0,0
2076,First1076,Last1076,Active,B,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,83,30,0,0
2077,First1077,Last1077,Active,A,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,101,12,0,0
2078,First1078,Last1078,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,111,2,0,0
2079,First1079,Last1079,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,106,7,0,0
2080,First1080,Last1080,Active,A,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,112,1,0,0
2081,First1081,Last1081,Active,A,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,109,4,0,0
2082,First1082,Last1082,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,109,4,0,1
2083,First1083,Last1083,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,105,8,0,0
2084,First1084,Last1084,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,110,3,0,0
2085,First1085,Last1085,Active,B,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,96,17,0,0
2086,First1086,Last1086,Active,A,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,101,12,0,0
2087,First1087,Last1087,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,113,0,0,0
2088,First1088,Last1088,Active,B,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,111,2,0,0
2089,First1089,Last1089,Active,A,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,109,4,0,0
2090,First1090,Last1090,Active,A,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,112,1,0,0
2091,First1091,Last1091,Active,A,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,86,27,0,0
2092,First1092,Last1092,Active,A,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,88,25,0,0
2093,First1093,Last1093,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,103,10,0,0
2094,First1094,Last1094,Active,A,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,105,8,0,0
2095,First1095,Last1095,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,109,4,0,0
2096,First1096,Last1096,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,110,3,0,0
2097,First1097,Last1097,Active,B,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,111,2,0,0
2098,First1098,Last1098,Active,B,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,99,14,0,0
2099,First1099,Last1099,Active,B,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,100,13,0,0
2100,First1100,Last1100,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,113,0,0,0
2101,First1101,Last1101,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,105,8,0,0
2102,First1102,Last1102,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,104.5,8.5,0,0
2103,First1103,Last1103,Active,A,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,110,3,0,0
2104,First1104,Last1104,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,107,6,0,0
2105,First1105,Last1105,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,108,5,0,0
2106,First1106,Last1106,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,102,11,0,0
2107,First1107,Last1107,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,112,1,0,1
2108,First1108,Last1108,Active,B,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,102,11,0,0
2109,First1109,Last1109,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,109,4,0,0
2110,First1110,Last1110,Inactive,,8/24/2020,8/2/2020,2,KIPP Columbus Elementary,0,0,0,0,0
2111,First1111,Last1111,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,112,1,0,0
2112,First1112,Last1112,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,86,27,0,0
2113,First1113,Last1113,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,111,2,0,0
2114,First1114,Last1114,Active,A,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,96,17,0,0
2115,First1115,Last1115,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,110,3,0,0
2116,First1116,Last1116,Active,A,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,107,6,0,0
2117,First1117,Last1117,Inactive,,8/24/2020,1/25/2021,4,KIPP Columbus Elementary,83,78,5,0,0
2118,First1118,Last1118,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,106,7,0,0
2119,First1119,Last1119,Active,A,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,109,4,0,1
2120,First1120,Last1120,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,104,9,0,0
2121,First1121,Last1121,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,99,14,0,0
2122,First1122,Last1122,Active,A,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,89,24,0,0
2123,First1123,Last1123,Active,A,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,109,4,0,0
2124,First1124,Last1124,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,105,8,0,0
2125,First1125,Last1125,Active,A,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,103,10,0,0
2126,First1126,Last1126,Active,A,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,93,20,0,0
2127,First1127,Last1127,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,111,2,0,0
2128,First1128,Last1128,Active,B,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,112,1,0,0
2129,First1129,Last1129,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,108,5,0,0
2130,First1130,Last1130,Active,B,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,112,1,0,0
2131,First1131,Last1131,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,100,13,0,0
2132,First1132,Last1132,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,112,1,0,1
2133,First1133,Last1133,Active,B,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,106,7,0,0
2134,First1134,Last1134,Active,B,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,104,9,0,0
2135,First1135,Last1135,Active,A,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,107,6,0,0
2136,First1136,Last1136,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,54.5,58.5,0,0
2137,First1137,Last1137,Active,B,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,111,2,0,0
2138,First1138,Last1138,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,112,1,0,0
2139,First1139,Last1139,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,104,9,0,0
2140,First1140,Last1140,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,94,19,0,0
2141,First1141,Last1141,Active,A,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,107,6,0,1
2142,First1142,Last1142,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,108,5,0,0
2143,First1143,Last1143,Active,B,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,112,1,0,0
2144,First1144,Last1144,Active,A,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,84,29,0,0
2145,First1145,Last1145,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,108,5,0,0
2146,First1146,Last1146,Active,B,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,110,3,0,1
2147,First1147,Last1147,Active,A,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,112,1,0,0
2148,First1148,Last1148,Active,B,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,99,14,0,0
2149,First1149,Last1149,Active,B,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,112,1,0,0
2150,First1150,Last1150,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,103,10,0,0
2151,First1151,Last1151,Active,B,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,111,2,0,0
2152,First1152,Last1152,Active,B,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,107,6,0,0
2153,First1153,Last1153,Active,A,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,111,2,0,0
2154,First1154,Last1154,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,113,0,0,0
2155,First1155,Last1155,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,111,2,0,0
2156,First1156,Last1156,Active,A,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,103,10,0,0
2157,First1157,Last1157,Active,B,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,0,113,0,0
2158,First1158,Last1158,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,105,8,0,0
2159,First1159,Last1159,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,108,5,0,0
2160,First1160,Last1160,Active,A,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,102,11,0,1
2161,First1161,Last1161,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,107,6,0,0
2162,First1162,Last1162,Active,C,8/24/2020,6/4/2021,2,KIPP Columbus Elementary,113,104,9,0,0
2163,First1163,Last1163,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,111,2,0,0
2164,First1164,Last1164,Active,C,8/24/2020,6/4/2021,5,KIPP Columbus Elementary,113,110,3,0,0
2165,First1165,Last1165,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,108,5,0,0
2166,First1166,Last1166,Active,C,8/24/2020,6/4/2021,4,KIPP Columbus Elementary,113,101,12,0,0
2167,First1167,Last1167,Inactive,,8/24/2020,7/2/2020,2,KIPP Columbus Elementary,0,0,0,0,0
2168,First1168,Last1168,Active,C,8/24/2020,6/4/2021,3,KIPP Columbus Elementary,113,113,0,0,0
2169,First1169,Last1169,Inactive,,8/24/2020,11/16/2020,2,KIPP Columbus Elementary,50,50,0,0,0
2170,First1170,Last1170,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,110,2,0,0
2171,First1171,Last1171,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,108,4,0,0
2172,First1172,Last1172,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,106,6,0,0
2173,First1173,Last1173,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,111,1,0,1
2174,First1174,Last1174,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,111,1,0,0
2175,First1175,Last1175,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,109,3,0,0
2176,First1176,Last1176,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,112,0,0,0
2177,First1177,Last1177,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,101,11,0,0
2178,First1178,Last1178,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,110,2,0,1
2179,First1179,Last1179,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,111,1,0,1
2180,First1180,Last1180,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,106,6,0,0
2181,First1181,Last1181,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,111,1,0,0
2182,First1182,Last1182,Inactive,,8/24/2020,5/30/2020,6,KIPP Columbus Middle,0,0,0,0,0
2183,First1183,Last1183,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,112,0,0,0
2184,First1184,Last1184,Inactive,,8/24/2020,5/30/2020,6,KIPP Columbus Middle,0,0,0,0,0
2185,First1185,Last1185,Inactive,,8/24/2020,7/2/2020,7,KIPP Columbus Middle,0,0,0,0,0
2186,First1186,Last1186,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,110,2,0,0
2187,First1187,Last1187,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,111,1,0,0
2188,First1188,Last1188,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,102,10,0,0
2189,First1189,Last1189,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,94,18,0,0
2190,First1190,Last1190,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,103,9,0,0
2191,First1191,Last1191,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,110,2,0,0
2192,First1192,Last1192,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,112,0,0,0
2193,First1193,Last1193,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,111,1,0,0
2194,First1194,Last1194,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,111,1,0,0
2195,First1195,Last1195,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,111,1,0,0
2196,First1196,Last1196,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,112,0,0,0
2197,First1197,Last1197,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,111,1,0,0
2198,First1198,Last1198,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,110,2,0,0
2199,First1199,Last1199,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,111,1,0,0
2200,First1200,Last1200,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,111,1,0,0
2201,First1201,Last1201,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,111,1,0,0
2202,First1202,Last1202,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,108,4,0,0
2203,First1203,Last1203,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,112,0,0,0
2204,First1204,Last1204,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,99,13,0,0
2205,First1205,Last1205,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,101,11,0,1
2206,First1206,Last1206,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,112,0,0,0
2207,First1207,Last1207,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,100,12,0,0
2208,First1208,Last1208,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,89,23,0,0
2209,First1209,Last1209,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,108,4,0,0
2210,First1210,Last1210,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,96,16,0,0
2211,First1211,Last1211,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,110,2,0,0
2212,First1212,Last1212,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,112,0,0,0
2213,First1213,Last1213,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,109,3,0,0
2214,First1214,Last1214,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,111,1,0,0
2215,First1215,Last1215,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,104,8,0,0
2216,First1216,Last1216,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,112,0,0,0
2217,First1217,Last1217,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,112,0,0,0
2218,First1218,Last1218,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,112,0,0,1
2219,First1219,Last1219,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,112,0,0,0
2220,First1220,Last1220,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,111,1,0,0
2221,First1221,Last1221,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,112,0,0,0
2222,First1222,Last1222,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,112,0,0,0
2223,First1223,Last1223,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,111,1,0,0
2224,First1224,Last1224,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,100,12,0,0
2225,First1225,Last1225,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,97,15,0,0
2226,First1226,Last1226,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,105,7,0,0
2227,First1227,Last1227,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,90,22,0,0
2228,First1228,Last1228,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,107,5,0,1
2229,First1229,Last1229,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,109,3,0,0
2230,First1230,Last1230,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,109,3,0,0
2231,First1231,Last1231,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,106,6,0,0
2232,First1232,Last1232,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,76,36,0,0
2233,First1233,Last1233,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,110,2,0,0
2234,First1234,Last1234,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,108,4,0,0
2235,First1235,Last1235,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,104,8,0,0
2236,First1236,Last1236,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,112,0,0,0
2237,First1237,Last1237,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,98,14,0,0
2238,First1238,Last1238,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,104,8,0,0
2239,First1239,Last1239,Inactive,,8/24/2020,11/16/2020,7,KIPP Columbus Middle,50,47,3,0,0
2240,First1240,Last1240,Active,,2/19/2021,6/4/2021,8,KIPP Columbus Middle,24,12,12,0,0
2241,First1241,Last1241,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,109,3,0,1
2242,First1242,Last1242,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,108,4,0,0
2243,First1243,Last1243,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,111,1,0,0
2244,First1244,Last1244,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,101,11,0,0
2245,First1245,Last1245,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,104,8,0,0
2246,First1246,Last1246,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,112,0,0,0
2247,First1247,Last1247,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,105,7,0,0
2248,First1248,Last1248,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,109,3,0,0
2249,First1249,Last1249,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,108,4,0,0
2250,First1250,Last1250,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,91,21,0,0
2251,First1251,Last1251,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,112,0,0,0
2252,First1252,Last1252,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,102,10,0,0
2253,First1253,Last1253,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,111,1,0,0
2254,First1254,Last1254,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,94,18,0,0
2255,First1255,Last1255,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,104,8,0,1
2256,First1256,Last1256,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,101.5,10.5,0,0
2257,First1257,Last1257,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,97,15,0,0
2258,First1258,Last1258,Inactive,,8/24/2020,2/8/2021,8,KIPP Columbus Middle,92,89,3,0,1
2259,First1259,Last1259,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,110,2,0,1
2260,First1260,Last1260,Inactive,,8/24/2020,7/2/2020,7,KIPP Columbus Middle,0,0,0,0,1
2261,First1261,Last1261,Inactive,,8/24/2020,7/2/2020,6,KIPP Columbus Middle,0,0,0,0,1
2262,First1262,Last1262,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,112,0,0,0
2263,First1263,Last1263,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,106,6,0,0
2264,First1264,Last1264,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,112,0,0,0
2265,First1265,Last1265,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,109,3,0,1
2266,First1266,Last1266,Inactive,,8/24/2020,10/21/2020,8,KIPP Columbus Middle,36,33,3,0,1
2267,First1267,Last1267,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,101,11,0,1
2268,First1268,Last1268,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,112,0,0,1
2269,First1269,Last1269,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,98,14,0,0
2270,First1270,Last1270,Inactive,,8/24/2020,1/13/2021,8,KIPP Columbus Middle,76,62,14,0,0
2271,First1271,Last1271,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,108,4,0,0
2272,First1272,Last1272,Active,,8/24/2020,6/4/2021,6,KIPP Columbus Middle,112,102,10,0,0
2273,First1273,Last1273,Active,,8/24/2020,6/4/2021,8,KIPP Columbus Middle,112,109,3,0,0
2274,First1274,Last1274,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,90,22,0,0
2275,First1275,Last1275,Active,,8/24/2020,6/4/2021,7,KIPP Columbus Middle,112,97,15,0,0
2276,First1276,Last1276,Inactive,,8/24/2020,9/8/2020,8,KIPP Columbus Middle,9,5,4,0,0
2277,First1277,Last1277,Inactive,C,8/24/2020,9/8/2020,7,KIPP Columbus Middle,0,0,0,0,0
